,,,,,
39026145,32 16:16:19,5499,1010,-4238.04,
39026145,32 16:41:33,5499,1010,-1909.03,
39026145,33 10:06:45,4814,1030,-2245.92,
39026145,33 12:13:11,5499,1010,-6378.4,
39026145,33 12:14:55,5499,1010,-44.92,
39026145,35 16:05:29,4814,1030,-1122.96,
39026145,37 11:36:27,6011,7010,22459.16,
39026145,37 11:38:38,4814,1030,-3368.87,
39026145,37 11:41:24,6011,2010,-15721.41,
39026145,37 18:30:11,4814,1030,-1122.96,
39026145,38 05:45:37,6010,7020,96574.38,
39026145,38 15:26:57,4814,1030,-2245.92,
39026145,39 06:58:52,5499,1010,-2021.32,
39026145,40 14:56:51,4814,1030,-965.74,
39026145,42 09:37:04,6011,7010,22459.16,
39026145,42 09:39:55,6011,2010,-11229.58,
39026145,43 06:27:60,5499,1010,-1100.5,
39026145,44 08:01:20,4814,1030,-1122.96,
39026145,45 12:35:01,6011,2010,-188656.92,
39026145,47 07:25:56,5541,1010,-15227.31,
39026145,47 09:08:38,4814,1030,-1122.96,
39026145,48 00:00:00,5331,1110,-4154.94,
39026145,48 00:00:00,5331,1110,-1122.96,
39026145,48 08:30:29,5912,1010,-15990.92,
39026145,48 08:36:13,5331,1010,-2975.84,
39026145,48 16:53:05,5499,1010,-4132.49,
39026145,49 00:00:00,5331,1110,-136372.01,
39026145,49 05:10:47,6011,2010,-179673.26,
39026145,49 13:48:02,6011,7010,44918.32,
39026145,50 00:00:00,5331,1110,-17181.26,
39026145,50 00:00:00,5499,1110,-18191.92,
39026145,50 09:19:53,5541,1010,-15227.31,
39026145,51 14:16:51,5499,1010,-696.23,
39026145,51 14:38:55,5499,1010,-1617.06,
39026145,51 19:03:43,4814,1030,-2245.92,
39026145,52 00:00:00,5499,1110,-6295.3,
39026145,52 00:00:00,5499,1110,-1167.88,
39026145,52 00:00:00,5331,1110,-36046.95,
39026145,52 09:11:46,6011,2010,-33688.74,
39026145,53 11:00:53,5499,1010,-1033.12,
39026145,53 11:12:04,6011,2010,-89836.63,
39026145,53 14:25:54,4814,1030,-1122.96,
39026145,56 13:19:50,6011,2010,-112295.79,
39026145,56 13:35:10,5499,1010,-1122.96,
39026145,56 18:17:08,4814,1030,-1122.96,
39026145,57 07:25:10,6011,2010,-89836.63,
39026145,59 16:08:17,5499,1010,-2829.85,
39026145,60 00:00:00,5499,1110,-673.77,
39026145,60 06:27:17,5499,1010,-1841.65,
39026145,60 16:27:19,5541,1010,-11420.48,
39026145,60 16:28:17,5541,1010,-2560.34,
39026145,60 16:28:51,5541,1010,-718.69,
39026145,61 00:00:00,5499,1110,-696.23,
39026145,61 00:00:00,5331,1110,-3144.28,
39026145,61 08:18:31,5499,1010,-1122.96,
39026145,61 08:40:03,5912,1010,-4425.8,
39026145,61 11:07:36,5200,1010,-494.1,
39026145,61 15:52:14,5499,1010,-2784.94,
39026145,63 09:21:28,6011,2010,-67377.47,
39026145,64 13:35:12,4814,1030,-4491.83,
39026145,73 13:20:08,6010,7020,101066.21,
39026145,79 17:47:45,6011,2010,-11229.58,
39026145,79 17:48:25,6011,2010,-33688.74,
39026145,79 17:51:11,6011,2010,-11229.58,
39026145,80 09:53:43,5499,1010,-1190.34,
39026145,80 10:48:12,5499,1010,-673.77,
39026145,80 14:18:55,5499,1010,-6355.94,
39026145,80 16:10:02,6011,2010,-44918.32,
39026145,81 07:33:39,4814,1030,-2245.92,
39026145,85 13:27:22,6011,2010,-31442.82,
39026145,89 05:15:50,5499,1010,-4357.08,
39026145,89 05:20:34,5499,1010,-7366.6,
39026145,89 05:35:39,4814,1030,-13475.49,
39026145,89 05:36:31,6011,2010,-44918.32,
39026145,89 13:57:48,5541,1010,-11656.3,
39026145,89 13:58:46,5541,1010,-606.4,
39026145,90 09:26:26,5499,1010,-1796.73,
39026145,90 14:45:45,5499,1010,-7467.67,
39026145,90 14:49:53,5499,1010,-2650.18,
39026145,91 00:00:00,5499,1110,-1302.63,
39026145,91 12:58:24,6011,2010,-20213.24,
39026145,91 13:18:32,5499,1010,-2335.75,
39026145,92 07:20:05,6011,2010,-20213.24,
39026145,92 08:17:19,6011,2010,-89836.63,
39026145,92 13:28:08,4814,1030,-1122.96,
39026145,95 10:37:14,6011,2010,-4491.83,
39026145,95 10:38:41,6011,2010,-33688.74,
39026145,97 08:30:03,4814,1030,-449.18,
39026145,97 08:31:17,4814,1030,-583.94,
39026145,97 10:12:50,6011,2010,-29196.91,
39026145,97 12:34:57,6011,7010,22459.16,
39026145,97 13:51:22,4814,1030,-1122.96,
39026145,97 13:52:34,4814,1030,-3368.87,
39026145,97 17:36:14,5499,1010,-6737.75,
39026145,98 00:00:00,5499,1110,-606.4,
39026145,98 00:00:00,5499,1110,-1886.57,
39026145,98 07:16:19,5499,1010,-7995.46,
39026145,99 10:56:41,5499,1010,-471.64,
39026145,99 10:57:51,5499,1010,-359.35,
39026145,99 12:50:11,6011,7010,2245.92,
39026145,99 12:51:08,6011,7010,3368.87,
39026145,99 12:52:50,4814,1030,-3368.87,
39026145,99 15:42:41,5499,1010,-1796.73,
39026145,100 00:00:00,5499,1110,-1257.71,
39026145,100 06:54:06,5499,1010,-426.72,
39026145,100 15:53:34,6011,7010,22459.16,
39026145,100 17:45:53,5499,1010,-5480.03,
39026145,101 12:09:13,5499,1010,-8264.97,
39026145,101 12:10:44,5499,1010,-1212.79,
39026145,101 12:31:14,5912,1010,-763.61,
39026145,101 12:45:17,5499,1010,-1347.55,
39026145,101 13:13:59,5499,1010,-3818.06,
39026145,102 00:00:00,5499,1110,-5053.31,
39026145,102 00:00:00,5499,1110,-651.32,
39026145,102 06:16:59,6010,7020,224591.58,
39026145,102 08:13:36,6011,7010,22459.16,
39026145,102 14:02:33,5499,1010,-2717.56,
39026145,103 00:00:00,5499,1110,-2268.37,
39026145,103 00:00:00,5499,1110,-2762.48,
39026145,103 03:53:27,5541,1010,-15721.41,
39026145,103 03:54:45,5541,1010,-606.4,
39026145,103 11:22:28,5912,1010,-1796.73,
39026145,103 12:19:54,5499,1010,-2043.78,
39026145,104 06:09:18,4814,1030,-2245.92,
39026145,104 07:13:36,5499,1010,-2313.29,
39026145,104 11:47:15,5912,1010,-2171.8,
39026145,104 12:10:20,5912,1010,-5734.27,
39026145,104 12:14:54,5499,1010,-943.28,
39026145,104 17:37:39,4814,1030,-6737.75,
39026145,104 17:44:44,4814,1030,-3368.87,
39026145,105 07:05:49,5499,1010,-1145.42,
39026145,105 07:06:58,5499,1010,-1482.3,
39026145,105 08:00:45,5499,1010,-1504.76,
39026145,105 10:40:12,5912,1010,-4069.6,
39026145,105 11:58:39,5912,1010,-3059.39,
39026145,106 04:00:13,5499,1010,-1392.47,
39026145,106 04:26:12,6011,2010,-15721.41,
39026145,106 04:43:41,5541,1010,-15721.41,
39026145,107 08:27:17,5499,1010,-2358.21,
39026145,107 10:46:26,6011,2010,-33688.74,
39026145,107 16:53:09,5499,1010,-3997.73,
39026145,109 07:14:42,5499,1010,-4536.75,
39026145,109 11:21:41,5912,1010,-8808.48,
39026145,109 14:14:50,5812,1010,-2762.48,
39026145,109 14:55:28,5499,1010,-1661.98,
39026145,110 06:17:41,4814,1030,-1122.96,
39026145,113 10:39:43,6011,2010,-4491.83,
39026145,115 13:29:06,5499,1010,-1122.96,
39026145,118 08:28:09,4829,2330,-112295.79,
39026145,118 12:21:11,5912,1010,-1774.27,
39026145,119 04:24:55,6011,2010,-74115.22,
39026145,120 15:51:29,5499,1010,-1841.65,
39026145,120 15:54:02,5499,1010,-1998.87,
39026145,121 13:33:13,5499,1010,-4828.72,
39026145,121 15:46:12,5499,1010,-4222.32,
39026145,121 15:48:46,5499,1010,-1796.73,
39026145,121 16:42:14,4814,1030,-336.89,
39026145,121 16:44:35,4814,1030,-561.48,
39026145,122 05:47:24,5912,1010,-2201,
39026145,122 12:22:07,5912,1010,-808.53,
39026145,123 07:16:60,5499,1010,-4379.54,
39026145,123 12:10:37,5912,1010,-763.61,
39026145,123 12:15:43,6011,2010,-22459.16,
39026145,123 12:26:22,5499,1010,-6973.57,
39026145,123 13:06:01,5499,1010,-1796.73,
39026145,123 13:39:43,5499,1010,-696.23,
39026145,124 00:00:00,5499,1110,-494.1,
39026145,124 05:32:17,5541,1010,-3930.35,
39026145,125 13:21:47,4814,1030,-1122.96,
39026145,128 09:03:24,4814,1030,-4491.83,
39026145,129 14:02:37,5499,1010,-3952.81,
39026145,130 00:00:00,6012,6110,112295.79,
39026145,132 13:24:60,6010,7020,112295.79,
39026145,133 13:14:52,6011,2010,-449183.15,
39026145,134 09:46:50,5200,1010,-3144.28,
39026145,134 09:53:18,5499,1010,-2358.21,
39026145,134 09:55:31,5499,1010,-772.6,
39026145,134 10:02:35,5499,1010,-8781.53,
39026145,134 10:28:55,5499,1010,-4941.01,
39026145,134 12:35:53,5541,1010,-15721.41,
39026145,134 14:54:24,5499,1010,-2201,
39026145,134 14:54:33,5499,1010,-269.51,
39026145,134 15:48:00,4814,1030,-2245.92,
39026145,135 13:25:51,5499,1010,-4087.57,
39026145,135 14:37:03,5499,1010,-1583.37,
39026145,135 14:38:47,5499,1010,-1347.55,
39026145,135 16:21:32,6011,2010,-6737.75,
39026145,136 00:00:00,5411,1110,-3818.06,
39026145,136 14:30:12,5499,1010,-3144.28,
39026145,137 08:24:03,6011,2010,-202132.42,
39026145,138 03:41:17,4814,1030,-2245.92,
39026145,139 08:24:14,6011,2010,-44918.32,
39026145,139 13:48:48,5499,1010,-2987.07,
39026145,139 13:56:12,5499,1010,-2560.34,
39026145,140 00:00:00,5499,1110,-3773.14,
39026145,140 00:00:00,5499,1110,-606.4,
39026145,140 00:00:00,5499,1110,-4626.59,
39026145,140 00:00:00,5499,1110,-3458.71,
39026145,140 12:49:54,5912,1010,-1832.44,
39026145,140 15:19:48,5541,1010,-11791.06,
39026145,140 15:56:43,5499,1010,-1347.55,
39026145,141 15:54:22,5499,1010,-1572.14,
39026145,142 17:17:15,4814,1030,-1122.96,
39026145,143 14:24:11,5499,1010,-4363.81,
39026145,143 14:30:03,5812,1010,-4772.57,
39026145,144 13:40:46,5499,1010,-4985.93,
39026145,144 13:48:19,5499,1010,-2245.92,
39026145,145 06:44:09,5912,1010,-13408.12,
39026145,145 06:50:25,6011,2010,-56147.89,
39026145,145 13:41:13,5541,1010,-11689.99,
39026145,146 16:36:39,4814,1030,-2245.92,
39026145,146 16:44:55,4814,1030,-2245.92,
39026145,147 07:12:23,5812,1010,-5423.89,
39026145,147 08:51:22,4814,1030,-2245.92,
39026145,148 08:54:57,6011,2010,-44918.32,
39026145,148 12:47:55,6011,2010,-11229.58,
39026145,148 13:25:07,6011,2010,-1122.96,
39026145,149 15:13:56,5499,1010,-5884.3,
39026145,150 00:00:00,5499,1110,-13992.06,
39026145,150 12:17:55,5499,1010,-15339.6,
39026145,150 12:39:15,6011,2010,-11229.58,
39026145,150 12:47:21,5331,1010,-8534.48,
39026145,150 14:37:03,5541,1010,-15586.66,
39026145,150 15:28:53,5499,1010,-6131.35,
39026145,150 15:29:24,5499,1010,-2133.62,
39026145,151 10:51:18,6011,2010,-78607.05,
39026145,152 00:00:00,6012,6110,202132.42,
39026145,152 14:20:18,5499,1010,-8624.32,
39026145,153 12:14:26,5541,1010,-15586.66,
39026145,154 00:00:00,5499,1110,-2695.1,
39026145,154 00:00:00,5499,1110,-1257.71,
39026145,154 11:02:60,5499,1010,-3593.47,
39026145,154 15:35:50,5499,1010,-1167.88,
39026145,154 15:43:17,6011,2010,-404264.84,
39026145,155 11:23:05,5499,1010,-3413.79,
39026145,155 11:32:16,4814,1030,-2245.92,
39026145,155 15:42:43,5499,1010,-2807.39,
39026145,156 16:15:39,5499,1010,-2695.1,
39026145,157 00:00:00,5331,1110,-7186.93,
39026145,157 10:21:38,5912,1010,-13664.15,
39026145,157 10:29:59,5812,1010,-2695.1,
39026145,157 11:55:60,5499,1010,-3357.64,
39026145,157 14:39:58,5499,1010,-2448.05,
39026145,158 10:30:51,6011,2010,-11229.58,
39026145,159 12:31:49,4814,1030,-3256.58,
39026145,159 12:32:13,6011,7010,2245.92,
39026145,159 12:33:33,4814,1030,-2245.92,
39026145,171 11:43:22,6011,2010,-6737.75,
39026145,171 11:44:24,4814,1030,-2245.92,
39026145,176 00:00:00,5331,1110,-43795.36,
39026145,176 09:31:50,6011,7014,67377.47,
39026145,178 00:00:00,5331,1110,-11004.99,
39026145,178 00:00:00,5331,6110,449.18,
39026145,178 12:12:36,5912,1010,-4828.72,
39026145,178 14:27:29,5499,1010,-4289.7,
39026145,178 14:30:52,5499,1010,-1347.55,
39026145,180 07:07:13,5499,1010,-1302.63,
39026145,182 06:59:28,5499,1010,-516.56,
39026145,186 12:42:33,5912,1010,-8422.18,
39026145,186 12:48:15,5541,1010,-15362.06,
39026145,186 12:48:53,5541,1010,-3436.25,
39026145,186 13:01:15,5499,1010,-6153.81,
39026145,186 13:02:00,5499,1010,-1549.68,
39026145,186 13:05:43,5499,1010,-808.53,
39026145,186 15:29:07,5499,1010,-7000.52,
39026145,187 03:40:50,4814,1030,-2245.92,
39026145,187 03:41:12,6011,2010,-56147.89,
39026145,187 14:36:30,5499,1010,-2650.18,
39026145,187 15:23:47,5499,1010,-1953.95,
39026145,187 15:26:59,5499,1010,-1235.25,
39026145,187 15:38:16,5812,1010,-1976.41,
39026145,188 07:11:41,5912,1010,-7433.98,
39026145,189 07:14:37,5499,1010,-2347.43,
39026145,190 00:00:00,6012,6110,22459.16,
39026145,190 00:00:00,6012,6110,202132.42,
39026145,190 10:34:59,5499,1010,-2380.67,
39026145,190 10:51:10,4814,1030,-4491.83,
39026145,190 11:53:16,5499,1010,-9780.96,
39026145,191 12:50:05,5499,1010,-1886.57,
39026145,191 12:51:09,5499,1010,-1190.34,
39026145,191 13:36:33,5541,1010,-15137.47,
39026145,191 13:40:08,5499,1010,-539.02,
39026145,191 16:27:14,5499,1010,-6670.37,
39026145,192 00:00:00,5499,1110,-3256.58,
39026145,192 00:00:00,5499,1110,-4042.65,
39026145,192 04:49:02,5912,1010,-2919.69,
39026145,192 11:22:35,4814,1030,-2245.92,
39026145,193 07:10:43,6011,2010,-44918.32,
39026145,193 13:56:01,5499,1010,-1370.01,
39026145,193 14:01:16,5499,1010,-943.28,
39026145,194 00:00:00,5499,1110,-5794.46,
39026145,194 12:38:19,6011,2010,-44918.32,
39026145,196 04:09:35,5541,1010,-11353.1,
39026145,196 14:14:48,5499,1010,-1953.95,
39026145,197 14:32:38,5499,1010,-3031.99,
39026145,198 13:35:59,5499,1010,-5816.92,
39026145,199 12:15:44,5912,1010,-2077.47,
39026145,199 14:45:41,5499,1010,-8512.02,
39026145,199 14:47:15,5499,1010,-1639.52,
39026145,199 15:54:16,5499,1010,-3110.59,
39026145,200 00:00:00,5499,1110,-8309.89,
39026145,200 10:53:22,6011,2010,-402018.92,
39026145,200 10:54:02,4814,1030,-4491.83,
39026145,202 11:44:46,5499,1010,-21807.84,
39026145,203 06:48:07,5541,1010,-15743.87,
39026145,204 04:40:11,6011,2010,-67377.47,
39026145,204 10:44:25,5331,1010,-263401,
39026145,205 00:00:00,5499,1110,-1010.66,
39026145,205 00:00:00,5499,1110,-7119.55,
39026145,205 00:00:00,5499,1110,-5693.4,
39026145,205 13:07:45,5331,1010,-1549.68,
39026145,206 00:00:00,5499,1110,-8733.92,
39026145,206 08:23:57,5499,1010,-2066.24,
39026145,206 12:14:48,5200,1010,-2358.21,
39026145,206 14:19:30,4814,1030,-2245.92,
39026145,207 08:18:30,6011,2010,-20213.24,
39026145,208 14:18:12,5499,1010,-7254.31,453799
39026145,208 14:24:23,5499,1010,-1392.47,453306
39026145,209 15:09:16,5499,1010,-2852.31,453306
39026145,209 15:13:51,5499,1010,-853.45,58435
39026145,209 15:13:17,5499,1010,-1410.44,58435
39026145,210 00:00:00,5499,1110,-5277.9,J139819
39026145,210 06:55:10,4814,1030,-2245.92,888997
39026145,210 12:20:10,5499,1010,-1931.49,453306
39026145,210 12:23:52,5499,1010,-4267.24,453306
39026145,210 12:24:46,5499,1010,-1639.52,453306
39026145,210 13:35:12,5541,1010,-15047.64,615049
39026145,211 09:25:15,6011,2010,-44918.32,96886
39026145,213 07:11:44,5499,1010,-3099.36,453799
39026145,213 11:25:21,5912,1010,-3256.58,454251
39026145,213 12:24:48,5499,1010,-8085.3,10060600
39026145,213 15:33:39,5812,1010,-3413.79,733909
39026145,214 12:12:53,6011,2010,-26950.99,90084
39026145,214 13:38:09,5499,1010,-4896.1,453799
39026145,214 17:14:37,4814,1030,-2245.92,888996
39026145,215 00:00:00,5499,1110,-14014.51,J139821
39026145,215 00:00:00,5499,1110,-2695.1,J139821
39026145,215 06:54:48,6011,2010,-15721.41,431498
39026145,215 13:14:37,5499,1010,-1684.44,10070026
39026145,215 13:37:12,5812,1010,-3818.06,733909
39026145,215 14:00:54,5499,1010,-2695.1,453306
39026145,216 00:00:00,5499,1110,-1617.06,J139821
39026145,216 00:00:00,5499,1110,-23919,J141524
39026145,216 00:00:00,5499,1110,-10892.69,J141524
39026145,216 08:26:30,5541,1010,-15047.64,615049
39026145,216 14:41:47,5499,1010,-2369.44,453306
39026145,216 14:53:28,5499,1010,-6378.4,453799
39026145,217 00:00:00,6012,6110,112295.79,386438
39026145,217 15:46:53,5499,1010,-10679.33,58435
39026145,217 16:56:41,4814,1030,-2245.92,888996
39026145,218 00:00:00,4814,1100,-3368.87,20368535
39026145,219 14:55:47,5499,1010,-2919.69,453799
39026145,221 13:15:52,5541,1010,-15047.64,615049
39026145,221 14:31:57,6011,7010,33688.74,84144
39026145,222 12:08:02,5499,1010,-1684.44,10255558
39026145,222 12:42:24,5912,1010,-1471.07,627054
39026145,226 09:25:56,4814,1030,-1122.96,90084
39026145,227 14:22:52,5499,1010,-808.53,453306
39026145,227 14:29:54,5499,1010,-2919.69,58435
39026145,228 00:00:00,5331,1110,-898.37,J140239
39026145,228 00:00:00,5331,1110,-673.77,J140239
39026145,228 08:35:55,6011,2010,-359346.52,90084
39026145,228 08:36:54,4814,1030,-3368.87,90084
39026145,228 11:30:11,5912,1010,-8282.94,454251
39026145,228 14:24:06,5812,1010,-5659.71,733909
39026145,228 14:35:48,5499,1010,-7209.39,453306
39026145,228 14:59:31,5499,1010,-2919.69,58435
39026145,229 00:00:00,5499,1110,-5985.37,J139821
39026145,229 00:00:00,5499,1110,-10623.18,J139819
39026145,229 04:05:21,5912,1010,-8085.3,454251
39026145,229 04:13:20,5912,1010,-6944.37,96947
39026145,229 07:07:55,5499,1010,-6041.51,58435
39026145,229 15:42:29,5499,1010,-3705.76,453799
39026145,230 00:00:00,6012,6110,112295.79,383053
39026145,230 11:29:22,6011,2010,-56147.89,84144
39026145,230 11:47:58,5541,1010,-830.99,615049
39026145,230 11:47:44,5541,1010,-15047.64,615049
39026145,230 15:01:51,5499,1010,-2672.64,453799
39026145,231 11:54:34,5912,1010,-6085.31,96947
39026145,231 12:06:25,5499,1010,-6630.84,453799
39026145,232 00:00:00,5499,1110,-4289.7,J139821
39026145,232 10:27:40,5912,1010,-8358.4,96947
39026145,232 12:42:41,6011,2010,-112295.79,84144
39026145,232 12:44:02,4814,1030,-2245.92,84144
39026145,233 00:00:00,5499,1110,-1122.96,J145389
39026145,233 06:55:10,5499,1010,-2470.51,10279297
39026145,233 06:57:07,5499,1010,-830.99,10279297
39026145,233 10:30:53,5499,1010,-943.28,10279297
39026145,233 11:07:17,5499,1010,-3571.01,10279297
39026145,233 11:28:37,5499,1010,-7995.46,10276611
39026145,233 11:29:54,5499,1010,-808.53,10276611
39026145,234 07:06:05,5499,1010,-5590.53,453799
39026145,234 14:33:28,5499,1010,-2133.62,10279297
39026145,234 15:27:57,5499,1010,-516.56,287866
39026145,234 15:35:46,5499,1010,-1909.03,224013
39026145,235 09:03:58,5732,1010,-16844.37,10008432
39026145,235 14:10:53,5541,1010,-15047.64,615049
39026145,235 14:16:18,5499,1010,-2784.94,10276611
39026145,235 14:17:22,5499,1010,-2582.8,10276611
39026145,235 15:42:52,5499,1010,-2526.66,222707
39026145,235 15:43:03,5499,1010,-583.94,222707
39026145,237 12:33:11,4814,1030,-2245.92,90084
39026145,238 11:14:03,5912,1010,-4188.63,454251
39026145,239 07:08:59,6011,2010,-101066.21,90084
39026145,239 12:21:30,4814,1030,-3818.06,84144
39026145,240 04:43:35,5541,1010,-15047.64,615049
39026145,240 08:03:24,5499,1010,-10016.78,58435
39026145,240 08:19:54,5499,1010,-41998.62,10279297
39026145,242 10:10:24,5912,1010,-5704.63,767638
39026145,242 10:11:24,5912,1010,-1167.88,96931
39026145,242 10:12:01,5912,1010,-5929.22,55416
39026145,242 11:18:43,6011,2010,-202132.42,90011
39026145,242 15:49:03,6011,2010,-561478.94,84144
39026145,242 15:51:15,6011,2010,-224591.58,84144
39026145,242 15:52:26,6011,2010,-112295.79,84144
39026145,243 08:55:33,4814,1030,-2245.92,888995
39026145,243 14:03:33,5499,1010,-2223.46,58435
39026145,244 13:35:14,5499,1010,-6659.14,10279297
39026145,245 10:38:45,5499,1010,-2919.69,10279297
39026145,249 00:00:00,6012,6110,224591.58,386438
39026145,249 09:06:31,6011,2010,-15721.41,84144
39026145,250 06:05:51,6011,2010,-314428.21,84144
39026145,265 09:24:03,6011,2010,-157214.1,90122
39026145,270 10:09:51,6011,2010,-89836.63,436422
39026145,272 09:13:58,4814,1030,-1122.96,90084
39026145,272 09:15:38,6011,2010,-8983.66,90084
39026145,272 09:26:37,5499,1010,-6423.32,10060600
39026145,272 12:53:11,5499,1010,-6445.78,10279297
39026145,272 12:54:11,5499,1010,-943.28,10279297
39026145,272 13:52:09,4814,1030,-2245.92,90084
39026145,272 13:53:57,4814,1030,-2245.92,90084
39026145,273 00:00:00,5499,1110,-7523.82,J141524
39026145,273 00:00:00,5499,1110,-808.53,J139821
39026145,273 00:00:00,5499,1110,-2987.07,J139821
39026145,273 09:31:19,5499,1010,-13947.14,10279297
39026145,274 00:00:00,5331,1110,-2695.1,J140239
39026145,274 09:16:09,5200,1010,-7748.41,710479
39026145,274 13:07:14,6011,2010,-17967.33,90084
39026145,275 09:55:60,5499,1010,-1617.06,10279297
39026145,275 09:58:60,5499,1010,-539.02,10279297
39026145,275 17:32:10,5541,1010,-15047.64,615049
39026145,276 00:00:00,5331,1110,-10331.21,J145385
39026145,276 00:00:00,5499,1110,-6108.89,J139821
39026145,276 00:00:00,5499,1110,-449.18,J141523
39026145,276 00:00:00,5499,1110,-9100.45,J141587
39026145,276 00:00:00,5499,1110,-898.37,J141523
39026145,276 08:10:21,5499,1010,-6670.37,10279297
39026145,276 09:48:12,5499,1010,-2470.51,10173193
39026145,276 11:00:25,4814,1030,-2245.92,84144
39026145,276 15:28:03,5499,1010,-1228.52,10173164
39026145,277 00:00:00,5499,1110,-1527.22,J139821
39026145,277 00:00:00,5499,1110,-2358.21,J141587
39026145,277 00:00:00,5499,1110,-1549.68,J139821
39026145,277 12:31:23,5200,1010,-11903.35,831037
39026145,277 12:34:17,5200,1010,-7299.23,831037
39026145,277 13:03:33,5499,1010,-7973,10279297
39026145,278 06:31:38,4814,1030,-2245.92,475477
39026145,280 09:10:01,4814,1030,-4491.83,456065
39026145,280 13:13:03,6011,2010,-22459.16,90121
39026145,280 14:36:09,5499,1010,-9545.14,10255558
39026145,280 14:45:44,5541,1010,-15047.64,615049
39026145,281 15:55:03,4814,1030,-3368.87,84144
39026145,282 00:00:00,6012,6110,202132.42,386438
39026145,282 07:05:00,6011,2010,-15721.41,90011
39026145,282 12:57:49,4814,1030,-2066.24,873118
39026145,283 00:00:00,5499,1110,-3997.73,J139821
39026145,283 00:00:00,5499,1110,-2470.51,J145389
39026145,283 07:54:27,5719,1010,-5232.98,552916
39026145,283 10:25:09,5331,1010,-9882.03,10121131
39026145,283 10:30:38,5331,1010,-864.68,10121131
39026145,283 13:55:46,4814,1030,-2245.92,940579
39026145,283 13:58:51,4814,1030,-2245.92,940318
39026145,283 14:01:19,4814,1030,-2245.92,940576
39026145,284 06:57:12,5499,1010,-943.28,222707
39026145,284 07:26:01,5331,1010,-1931.49,10121131
39026145,284 07:35:01,6011,2010,-22459.16,90121
39026145,285 00:00:00,5411,1110,-2470.51,77075660
39026145,285 00:00:00,5331,1110,-7186.93,J140239
39026145,285 00:00:00,5331,1110,-17293.55,J140239
39026145,285 08:39:28,5732,1010,-8579.4,10008432
39026145,285 08:57:13,5499,1010,-3874.2,10060600
39026145,285 09:07:23,5499,1010,-2066.24,10279297
39026145,285 09:37:25,5200,1010,-2515.43,710479
39026145,285 12:39:07,5499,1010,-673.77,58435
39026145,285 12:42:27,5499,1010,-875.91,10279297
39026145,285 17:09:22,5541,1010,-15047.64,615049
